Índice de Precios al Consumidor (IPC);;;;;;;;;;;;;;;
Cobertura Nacional - Año base 2018;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
Año;Mes;DIVISION;GRUPO;CLASE;SUBCLASE;PRODUCTO;GLOSA;Ponderación;Índice;Variación Mensual  ( % );Variación Acumulada   ( % );Variación 12 Meses   ( % );Incidencia Mensual   ( % );Incidencia Acumulada    ( % );Incidencia 12 Meses    ( % )
2021;6;9;1;2;1;1;CÁMARA FOTOGRÁFICA;0.06172;101.23;-0.2;-2.1;1.6;0.000;-0.001;0.001
2021;6;12;1;2;1;1;AFEITADORA Y DEPILADORA ELÉCTRICA;0.03;113.56;-0.8;3.7;4.3;0.000;0.001;0.001
2021;6;1;2;2;1;1;AGUA EMBOTELLADA;0.21102;107.83;-1.2;-1.4;2.1;-0.003;-0.003;0.004
2021;6;4;2;2;1;1;SERVICIOS PARA LA CONSERVACIÓN Y REPARACIÓN DE LA VIVIENDA;0.8895;119.01;1.3;6.8;9.8;0.013;0.063;0.090
2021;6;6;2;2;1;1;CONSULTA Y TRATAMIENTO ODONTOLÓGICO;126.413;106.30;0.0;0.8;1.3;0.000;0.009;0.017
2021;6;7;2;2;1;1;GASOLINA;273.049;111.08;2.8;19.7;14.4;0.077;0.467;0.364
2021;6;9;2;2;1;1;IMPLEMENTOS DEPORTIVOS;0.18023;100.11;-1.5;0.3;6.8;-0.003;0.000;0.011
2021;6;12;2;2;1;1;ARTÍCULOS PARA TRANSPORTE DE EFECTOS PERSONALES;0.29735;91.47;-2.7;0.0;-4.0;-0.007;0.000;-0.011
2021;6;4;3;2;1;1;SERVICIO DE RETIRO DE BASURA;0.09053;105.61;0.0;0.2;2.0;0.000;0.000;0.002
2021;6;5;3;2;1;1;ELECTRODOMÉSTICOS PEQUEÑOS DE COCINA;0.18237;107.27;-0.4;0.4;1.5;-0.001;0.001;0.003
2021;6;7;3;2;1;1;SERVICIO DE TRANSPORTE AÉREO;0.75389;88.99;0.0;0.0;0.0;0.000;0.000;0.000
2021;6;9;3;2;1;1;ENTRADA AL CINE;0.23441;107.48;0.0;0.0;0.0;0.000;0.000;0.000
2021;6;4;4;2;1;1;GAS POR RED;0.46326;115.70;0.0;5.0;7.5;0.000;0.024;0.035
2021;6;9;4;2;1;1;DIARIO;0.0714;132.65;0.0;4.9;4.9;0.000;0.004;0.004
2021;6;5;6;2;1;1;SERVICIO DOMÉSTICO;26.473;108.81;0.4;1.3;2.8;0.010;0.035;0.074
2021;6;1;1;3;1;1;PESCADOS;0.26577;110.46;1.6;7.9;6.5;0.004;0.020;0.017
2021;6;2;1;3;1;1;CERVEZA;139.219;96.22;-1.6;-4.6;-4.5;-0.020;-0.060;-0.060
2021;6;3;1;3;1;1;ARTÍCULOS PARA REPARACIÓN DE VESTUARIO;0.03652;120.27;2.0;4.0;9.2;0.001;0.002;0.004
2021;6;6;1;3;1;1;LENTES DE CORRECCIÓN;0.34303;103.48;0.3;-2.6;-1.4;0.001;-0.009;-0.005
2021;6;7;1;3;1;1;BICICLETA;0.06915;110.40;-0.2;0.9;25.8;0.000;0.001;0.015
2021;6;9;1;3;1;1;COMPUTADOR;0.41602;103.20;-1.5;-0.3;-0.5;-0.006;-0.001;-0.002
2021;6;6;2;3;1;1;EXAMEN DE  IMAGENOLOGÍA Y RADIOLOGÍA;0.33872;106.84;0.1;2.0;2.3;0.000;0.007;0.008
2021;6;7;2;3;1;1;SERVICIO DE MANTENCIÓN Y REPARACIÓN DEL AUTOMÓVIL;0.8548;105.95;-1.4;1.6;2.4;-0.012;0.013;0.020
2021;6;9;2;3;1;1;FLORES;0.08826;124.90;-7.2;23.8;28.3;-0.008;0.020;0.023
2021;6;4;3;3;1;1;SERVICIO DE ALARMA PARA LA VIVIENDA;0.08189;101.31;7.8;-9.6;-10.1;0.005;-0.008;-0.009
2021;6;5;3;3;1;1;SERVICIO DE REPARACIÓN DE LÍNEA BLANCA Y ELECTRODOMÉSTICOS;0.03963;109.11;0.4;2.1;4.2;0.000;0.001;0.002
2021;6;7;3;3;1;1;SERVICIO DE TRANSPORTE MULTIMODAL;126.432;105.21;0.0;0.0;0.0;0.000;0.000;0.000
2021;6;9;3;3;1;1;JUEGOS DE AZAR;0.02478;100.00;0.0;0.0;0.0;0.000;0.000;0.000
2021;6;4;4;3;1;1;CARBÓN;0.04009;99.45;-0.2;1.7;-1.4;0.000;0.001;-0.001
2021;6;9;4;3;1;1;CUADERNO;0.21817;109.31;2.1;0.9;2.4;0.005;0.002;0.005
2021;6;1;1;4;1;1;LECHE EN POLVO;0.18644;113.61;6.7;-1.1;1.5;0.012;-0.002;0.003
2021;6;3;1;4;1;1;SERVICIO DE LIMPIEZA Y REPARACIÓN DE VESTUARIO;0.06004;106.40;1.2;2.1;2.1;0.001;0.001;0.001
2021;6;9;1;4;1;1;UNIDAD DE ALMACENAMIENTO DIGITAL;0.04773;72.33;0.3;-3.8;-5.4;0.000;-0.001;-0.002
2021;6;7;2;4;1;1;SERVICIO DE ESTACIONAMIENTO;0.2761;102.54;-0.2;0.9;0.5;0.000;0.002;0.001
2021;6;9;2;4;1;1;ALIMENTOS PARA MASCOTAS;0.68823;108.33;0.7;4.2;2.8;0.005;0.028;0.019
2021;6;1;1;5;1;1;MANTEQUILLA;0.16426;119.25;0.6;0.2;2.9;0.001;0.000;0.005
2021;6;9;2;5;1;1;SERVICIOS VETERINARIOS;0.24731;113.60;0.0;2.6;5.2;0.000;0.007;0.013
2021;6;1;1;6;1;1;MANZANA;0.11296;133.88;-0.8;-7.7;7.2;-0.001;-0.012;0.010
2021;6;1;1;7;1;1;ACELGA Y ESPINACA;0.04289;118.48;-1.4;1.5;1.9;-0.001;0.001;0.001
2021;6;1;1;8;1;1;AZÚCAR;0.13136;105.68;0.0;-0.6;-0.1;0.000;-0.001;0.000
2021;6;1;1;9;1;1;SAL;0.02511;111.66;0.9;1.2;2.6;0.000;0.000;0.001
2021;6;1;1;1;2;1;HARINA;0.09428;108.47;-1.7;-2.1;-5.4;-0.002;-0.002;-0.006
2021;6;5;1;1;2;1;ALFOMBRA Y OTROS REVESTIMIENTOS PARA PISOS;0.05674;111.89;-3.7;-2.8;3.6;-0.002;-0.002;0.002
2021;6;7;1;1;2;1;AUTOMÓVIL USADO;0.27347;112.77;1.7;16.4;28.6;0.005;0.041;0.065
2021;6;9;1;1;2;1;EQUIPO DE SONIDO;0.04775;99.96;-1.8;5.2;1.3;-0.001;0.002;0.001
2021;6;11;1;1;2;1;PLATOS PREPARADOS PARA LLEVAR;160.063;110.42;-0.6;2.7;4.9;-0.009;0.043;0.079
2021;6;1;2;1;2;1;TÉ;0.17671;113.55;-0.9;-0.3;3.4;-0.002;-0.001;0.006
2021;6;3;2;1;2;1;ZAPATILLAS PARA MUJER;0.14788;145.94;-1.2;-4.7;11.9;-0.002;-0.010;0.022
2021;6;7;3;1;2;1;SERVICIO DE TRANSPORTE EN BUS INTERURBANO;0.49365;108.71;6.4;-1.4;-2.8;0.030;-0.007;-0.015
2021;6;9;3;1;2;1;CLASES DEPORTIVAS;0.20658;107.72;0.0;0.0;0.0;0.000;0.000;0.000
2021;6;9;4;1;2;1;LIBRO;0.22681;95.45;1.1;-3.2;1.0;0.002;-0.007;0.002
2021;6;5;5;1;2;1;ACCESORIOS DE ILUMINACIÓN;0.05921;104.98;-0.4;-2.2;1.3;0.000;-0.001;0.001
2021;6;5;6;1;2;1;ARTÍCULOS DE LIMPIEZA;0.10211;115.78;1.6;2.2;2.6;0.002;0.002;0.003
2021;6;1;1;2;2;1;CARNE DE CERDO;0.45693;129.70;0.5;0.1;13.3;0.003;0.001;0.066
2021;6;3;1;2;2;1;ROPA DE ABRIGO PARA MUJER;0.20708;87.18;-4.0;-4.9;-5.2;-0.007;-0.009;-0.010
2021;6;12;1;2;2;1;PRODUCTOS DE HIGIENE BUCAL;0.17978;99.41;-5.9;-2.6;-2.9;-0.010;-0.004;-0.005
2021;6;1;2;2;2;1;BEBIDA GASEOSA;108.369;114.30;-1.8;2.4;2.5;-0.021;0.027;0.029
2021;6;7;2;2;2;1;LUBRICANTES Y ACEITES PARA EL AUTOMÓVIL;0.03754;106.71;0.5;1.6;5.1;0.000;0.001;0.002
2021;6;9;3;2;2;1;SERVICIO DE REVELADO FOTOGRÁFICO;0.02779;122.66;0.8;4.0;6.8;0.000;0.001;0.002
2021;6;4;4;2;2;1;GAS LICUADO;11.474;113.90;1.2;8.4;11.7;0.014;0.095;0.130
2021;6;1;1;3;2;1;MARISCOS;0.08082;125.69;8.9;21.7;17.1;0.008;0.017;0.014
2021;6;6;2;3;2;1;SERVICIO DE OTROS PROFESIONALES DE LA SALUD;0.34187;108.56;0.4;3.1;3.4;0.001;0.011;0.012
2021;6;4;3;3;2;1;GASTO COMÚN;136.955;100.04;2.1;2.1;-0.5;0.026;0.026;-0.006
2021;6;9;4;3;2;1;ARTÍCULOS DE ESCRITORIO;0.03565;118.82;0.5;0.3;1.1;0.000;0.000;0.000
2021;6;1;1;4;2;1;YOGHURT;0.37669;116.77;1.1;4.9;7.4;0.004;0.019;0.029
2021;6;7;2;4;2;1;SERVICIO DE PEAJE;0.72502;108.30;0.0;0.8;-0.4;0.000;0.006;-0.003
2021;6;1;1;5;2;1;ACEITE VEGETAL;0.29183;112.02;3.9;6.3;6.9;0.011;0.018;0.020
2021;6;1;1;6;2;1;FRUTOS SECOS;0.13142;106.79;-1.0;-1.7;3.4;-0.001;-0.002;0.004
2021;6;1;1;7;2;1;LEGUMBRES;0.14401;100.94;-1.3;-1.8;-1.9;-0.002;-0.002;-0.003
2021;6;1;1;8;2;1;MERMELADA;0.07621;117.45;-1.3;1.9;11.5;-0.001;0.002;0.009
2021;6;1;1;9;2;1;SALSAS;0.10893;106.89;-2.2;-3.3;4.0;-0.002;-0.004;0.004
2021;6;1;1;1;3;1;PAN;208.381;113.60;-0.2;2.4;6.1;-0.005;0.053;0.130
2021;6;1;2;1;3;1;SABORIZANTE PARA LECHE;0.05023;107.80;-1.8;-2.5;1.7;-0.001;-0.001;0.001
2021;6;3;2;1;3;1;ZAPATILLA INFANTIL;0.1438;113.43;-2.5;-0.2;14.9;-0.004;0.000;0.020
2021;6;1;1;2;3;1;CARNE DE PAVO;0.07385;117.86;-1.9;-7.2;-9.6;-0.002;-0.006;-0.009
2021;6;3;1;2;3;1;ROPA DE ABRIGO INFANTIL;0.05708;86.95;-3.7;-1.3;2.6;-0.002;-0.001;0.001
2021;6;12;1;2;3;1;CREMAS PARA LA PIEL;0.17784;104.72;-10.4;-1.8;-0.9;-0.020;-0.003;-0.002
2021;6;1;2;2;3;1;JUGO LÍQUIDO;0.32951;108.51;-0.3;0.4;5.0;-0.001;0.001;0.016
2021;6;9;3;2;3;1;SERVICIO DE TELEVISIÓN PAGADA RESIDENCIAL;0.33837;101.50;0.0;0.8;1.1;0.000;0.003;0.004
2021;6;1;1;3;3;1;PESCADOS EN CONSERVA;0.20353;107.22;2.4;-0.5;2.7;0.005;-0.001;0.005
2021;6;1;1;4;3;1;QUESO;0.84248;111.49;-1.9;-1.5;1.6;-0.017;-0.013;0.014
2021;6;1;1;7;3;1;PAPA;0.3362;106.45;-1.1;-6.5;10.8;-0.004;-0.023;0.033
2021;6;1;1;8;3;1;CARAMELOS Y GOMA DE MASCAR;0.09733;117.23;0.9;2.2;4.8;0.001;0.002;0.005
2021;6;1;1;9;3;1;SOPAS Y CREMAS;0.087;108.04;-0.7;-0.3;-1.1;-0.001;0.000;-0.001
2021;6;1;1;1;4;1;PASTAS;0.26583;100.14;1.7;-0.7;-0.9;0.004;-0.002;-0.002
2021;6;1;1;2;4;1;CECINAS;0.98478;108.59;-0.5;-1.3;-2.0;-0.005;-0.013;-0.021
2021;6;3;1;2;4;1;UNIFORME Y ROPA DEPORTIVA ESCOLAR;0.39907;105.09;0.0;0.3;0.3;0.000;0.001;0.001
2021;6;1;1;4;4;1;HUEVOS;0.40773;108.48;1.1;2.1;-1.0;0.004;0.009;-0.004
2021;6;1;1;8;4;1;HELADO;0.25363;107.56;-3.1;0.7;0.8;-0.008;0.002;0.002
2021;6;2;1;1;1;2;RON;0.07718;105.05;-0.4;0.3;5.1;0.000;0.000;0.004
2021;6;5;1;1;1;2;COLCHÓN;0.04889;132.83;-0.9;2.7;29.0;-0.001;0.002;0.014
2021;6;6;1;1;1;2;MEDICAMENTOS PARA EL APARATO CARDIOVASCULAR;0.20425;101.99;0.0;0.4;5.7;0.000;0.001;0.011
2021;6;10;1;1;1;2;SERVICIO DE EDUCACIÓN DE TRANSICIÓN;0.21585;111.44;0.0;2.7;2.7;0.000;0.006;0.006
2021;6;11;1;1;1;2;SANDWICH Y COMPLETO CONSUMIDO FUERA DEL HOGAR;0.57601;109.37;0.1;2.8;2.8;0.001;0.016;0.016
2021;6;12;1;1;1;2;SERVICIOS  EN CENTROS DE ESTÉTICA;0.11232;113.43;0.0;2.9;10.4;0.000;0.003;0.011
2021;6;3;2;1;1;2;ZAPATOS PARA HOMBRE;0.15246;91.61;-3.1;-6.5;-6.7;-0.004;-0.009;-0.010
2021;6;4;2;1;1;2;PINTURA Y BARNIZ;0.15008;111.40;0.2;5.0;6.8;0.000;0.008;0.010
2021;6;5;2;1;1;2;TEXTILES PARA BAÑO Y COCINA;0.06102;103.54;0.5;6.4;10.3;0.000;0.004;0.006
2021;6;6;2;1;1;2;PROCEDIMIENTO E INTERVENCIÓN QUIRÚRGICA  AMBULATORIA;0.55348;110.00;0.2;1.9;2.8;0.001;0.011;0.016
2021;6;7;2;1;1;2;NEUMÁTICOS Y LLANTAS;0.12297;117.04;0.7;7.8;13.6;0.001;0.010;0.016
2021;6;8;2;1;1;2;SERVICIO DE BANDA ANCHA MÓVIL;0.01605;99.82;0.0;0.0;0.0;0.000;0.000;0.000
2021;6;9;2;1;1;2;CONSOLA DE VIDEOJUEGO;0.05363;87.34;0.6;-3.0;-5.1;0.000;-0.001;-0.002
2021;6;12;2;1;1;2;RELOJ  DE PULSERA;0.06962;108.05;1.3;2.1;6.2;0.001;0.001;0.004
2021;6;5;3;1;1;2;COCINA;0.07588;140.89;0.4;4.9;10.9;0.000;0.005;0.010
2021;6;7;3;1;1;2;SERVICIO DE TRANSPORTE EN TAXI;0.33569;105.31;-0.1;0.0;-0.1;0.000;0.000;0.000
2021;6;9;3;1;1;2;ENTRADA A ESPECTÁCULOS DEPORTIVOS;0.02565;102.25;0.0;0.0;0.0;0.000;0.000;0.000
2021;6;5;4;1;1;2;UTENSILIOS DE COCINA;0.1495;112.80;-0.9;7.4;7.3;-0.001;0.011;0.011
2021;6;10;4;1;1;2;SERVICIO DE ENSEÑANZA EN INSTITUTO PROFESIONAL;0.61738;117.42;0.0;6.3;6.3;0.000;0.040;0.041
2021;6;5;5;1;1;2;HERRAMIENTAS MANUALES Y ACCESORIOS;0.06334;112.27;-2.2;-1.0;7.6;-0.001;-0.001;0.005
2021;6;12;5;1;1;2;SERVICIO DE FOTOCOPIADO;0.04202;131.93;1.3;10.4;21.9;0.001;0.005;0.010
2021;6;5;6;1;1;2;DETERGENTE Y SUAVIZANTE PARA ROPA;0.46756;97.16;-0.9;0.2;-2.1;-0.004;0.001;-0.009
2021;6;2;1;2;1;2;VINO ESPUMOSO;0.10253;103.81;-4.7;1.1;-4.6;-0.005;0.001;-0.005
2021;6;3;1;2;1;2;PANTALON LARGO Y CORTO PARA HOMBRE;0.23837;93.92;-3.6;-5.3;11.7;-0.008;-0.012;0.022
2021;6;6;1;2;1;2;PRESERVATIVOS;0.00823;100.81;2.1;-4.0;-3.3;0.000;0.000;0.000
2021;6;12;1;2;1;2;MÁQUINA DE AFEITAR DESECHABLE;0.0544;93.88;-12.1;-8.2;-6.2;-0.006;-0.004;-0.003
2021;6;7;2;2;1;2;PETRÓLEO DIÉSEL;0.38425;108.08;4.5;28.4;15.4;0.016;0.086;0.053
2021;6;9;2;2;1;2;ARTÍCULOS DE CAMPING;0.04496;89.94;0.0;-9.1;-5.9;0.000;-0.004;-0.002
2021;6;12;2;2;1;2;ARTÍCULOS PARA TRANSPORTE DE BEBÉ;0.03873;92.05;-9.3;-7.6;-9.3;-0.003;-0.003;-0.003
2021;6;5;3;2;1;2;PLANCHA;0.03349;106.57;-0.1;2.0;-0.7;0.000;0.001;0.000
2021;6;9;3;2;1;2;ENTRADA A ESPECTÁCULOS CULTURALES;0.25826;109.26;0.0;0.0;0.0;0.000;0.000;0.000
2021;6;3;1;3;1;2;ACCESORIOS DE VESTIR;0.08105;108.35;-3.6;-7.9;7.9;-0.003;-0.007;0.006
2021;6;6;1;3;1;2;ARTÍCULOS PARA MEDIR PARÁMETROS DE SALUD;0.05639;103.93;0.1;-0.7;-0.2;0.000;0.000;0.000
2021;6;9;1;3;1;2;IMPRESORA;0.05232;133.85;1.3;0.5;9.3;0.001;0.000;0.006
2021;6;6;2;3;1;2;EXAMEN DE LABORATORIO CLÍNICO;0.26094;107.26;-0.3;0.9;1.2;-0.001;0.002;0.003
2021;6;7;2;3;1;2;SERVICIO DE LAVADO DEL AUTOMÓVIL;0.03766;117.84;0.3;4.3;8.0;0.000;0.002;0.003
2021;6;9;2;3;1;2;PLANTAS;0.03139;118.55;1.2;7.0;12.6;0.000;0.002;0.004
2021;6;4;4;3;1;2;PARAFINA;0.11292;100.13;5.3;18.7;25.4;0.005;0.017;0.022
2021;6;9;4;3;1;2;MATERIALES PARA ARTES MANUALES;0.09202;114.37;-0.2;0.3;0.9;0.000;0.000;0.001
2021;6;1;1;4;1;2;LECHE LÍQUIDA;0.45256;108.60;0.5;1.3;1.5;0.002;0.006;0.007
2021;6;9;2;4;1;2;ACCESORIOS PARA MASCOTAS;0.06456;106.98;1.1;1.3;9.6;0.001;0.001;0.006
2021;6;1;1;5;1;2;MARGARINA;0.07462;106.45;1.1;-0.8;0.8;0.001;-0.001;0.001
2021;6;1;1;6;1;2;NARANJA;0.1119;125.62;-14.2;-1.0;9.6;-0.021;-0.001;0.012
2021;6;1;1;7;1;2;CEBOLLA Y CEBOLLÍN;0.13303;109.68;-2.3;-1.3;5.2;-0.003;-0.002;0.007
2021;6;1;1;8;1;2;ENDULZANTE;0.04307;101.94;-0.7;-2.5;3.5;0.000;-0.001;0.001
2021;6;1;1;9;1;2;HIERBAS, ESPECIAS Y CONDIMENTOS;0.09706;117.39;-0.2;3.5;2.2;0.000;0.004;0.002
2021;6;1;1;1;2;2;CEREAL;0.22167;109.81;2.1;-1.6;8.2;0.005;-0.004;0.018
2021;6;5;1;1;2;2;ARTÍCULOS ORNAMENTALES;0.11403;100.78;1.4;-0.6;2.5;0.001;-0.001;0.003
2021;6;9;1;1;2;2;REPRODUCTOR PORTÁTIL DE AUDIO Y VIDEO;0.03111;107.71;0.0;5.9;4.0;0.000;0.002;0.001
2021;6;3;2;1;2;2;ZAPATOS PARA MUJER;0.14463;77.90;-0.1;-10.6;-16.2;0.000;-0.013;-0.021
2021;6;9;3;1;2;2;CLASES RECREATIVAS;0.1051;107.82;0.0;0.0;0.0;0.000;0.000;0.000
2021;6;5;5;1;2;2;ARTÍCULOS DE CERRAJERÍA;0.05605;116.50;-3.8;-1.5;1.9;-0.002;-0.001;0.001
2021;6;5;6;1;2;2;SERVILLETAS  Y TOALLA DE PAPEL;0.19432;106.87;1.2;-1.1;1.5;0.002;-0.002;0.003
2021;6;3;1;2;2;2;PANTALÓN, FALDA Y VESTIDO PARA MUJER;0.28385;72.21;-3.7;-11.3;-10.2;-0.007;-0.024;-0.022
2021;6;12;1;2;2;2;PAPEL HIGIÉNICO;0.37335;106.71;-1.0;2.6;2.5;-0.004;0.009;0.009
2021;6;1;2;2;2;2;BEBIDA ISOTÓNICA Y ENERGIZANTE;0.06007;105.21;1.2;0.5;2.0;0.001;0.000;0.001
2021;6;1;1;4;2;2;POSTRES LÁCTEOS;0.07293;108.85;0.1;3.7;6.0;0.000;0.003;0.004
2021;6;7;2;4;2;2;LICENCIA DE CONDUCIR;0.02589;109.86;0.1;2.4;3.5;0.000;0.001;0.001
2021;6;1;1;6;2;2;FRUTAS EN CONSERVA;0.0484;122.86;-2.0;1.6;7.2;-0.001;0.001;0.004
2021;6;1;1;8;2;2;MANJAR Y DULCES UNTABLES;0.07214;116.64;-1.8;-2.7;3.0;-0.001;-0.002;0.002
2021;6;1;1;9;2;2;ADEREZOS;0.19046;114.73;0.5;1.3;2.4;0.001;0.003;0.005
2021;6;1;1;1;3;2;GALLETA;0.42102;111.64;1.4;2.8;5.7;0.006;0.012;0.024
2021;6;3;2;1;3;2;ZAPATO INFANTIL;0.04193;87.91;-0.1;-2.7;-1.5;0.000;-0.001;-0.001
2021;6;1;1;2;3;2;CARNE DE POLLO;0.91573;106.98;3.0;-0.1;6.1;0.027;-0.001;0.054
2021;6;3;1;2;3;2;PANTALÓN, FALDA Y VESTIDO INFANTIL;0.07989;103.17;-2.5;-3.7;10.4;-0.002;-0.003;0.007
2021;6;12;1;2;3;2;PRODUCTOS DE MAQUILLAJE;0.15331;109.65;-0.3;3.0;8.9;0.000;0.005;0.013
2021;6;1;2;2;3;2;JUGO EN POLVO;0.09755;115.85;-1.1;6.2;6.3;-0.001;0.006;0.006
2021;6;9;3;2;3;2;SERVICIO DE SUSCRIPCIÓN EN LINEA;0.0287;118.60;0.4;-0.3;2.6;0.000;0.000;0.001
2021;6;1;1;3;3;2;MARISCOS EN CONSERVA;0.0223;110.49;1.7;4.1;0.6;0.000;0.001;0.000
2021;6;1;1;7;3;2;PAPAS CONGELADAS Y DESHIDRATADAS;0.05833;113.83;-3.5;-2.4;2.6;-0.002;-0.002;0.002
2021;6;1;1;8;3;2;CHOCOLATE;0.25488;112.13;0.7;1.7;4.5;0.002;0.005;0.012
2021;6;1;1;9;3;2;ALIMENTOS PARA BEBÉ;0.1037;108.65;-1.0;-2.8;4.2;-0.001;-0.003;0.004
2021;6;1;1;2;4;2;HAMBURGUESA;0.12905;104.81;1.4;-4.2;-9.5;0.002;-0.006;-0.014
2021;6;2;1;1;1;3;WHISKY;0.14032;98.23;-0.4;2.2;3.0;0.000;0.003;0.004
2021;6;5;1;1;1;3;MUEBLES DE COMEDOR;0.12316;111.10;-2.4;7.8;29.2;-0.003;0.009;0.029
2021;6;6;1;1;1;3;HORMONAS Y MEDICAMENTOS PARA EL SISTEMA GENITO-URINARIO;0.30228;111.92;5.2;3.0;3.3;0.015;0.009;0.010
2021;6;10;1;1;1;3;SERVICIO DE EDUCACIÓN DE 1° CICLO DE LA ENSEÑANZA BÁSICA;0.64393;108.73;0.0;2.1;2.1;0.000;0.013;0.014
2021;6;11;1;1;1;3;BEBIDA ALCOHÓLICA CONSUMIDA FUERA DEL HOGAR;0.16398;104.36;-0.1;1.8;1.4;0.000;0.003;0.002
2021;6;4;2;1;1;3;GRIFERIA Y ACCESORIOS;0.15152;111.92;0.0;2.1;-2.2;0.000;0.003;-0.004
2021;6;5;2;1;1;3;TEXTILES PARA LIVING Y COMEDOR;0.04704;95.48;2.3;-0.3;1.0;0.001;0.000;0.000
2021;6;7;2;1;1;3;REPUESTOS Y ACCESORIOS PARA EL FUNCIONAMIENTO MECÁNICO DEL AUTOMÓVIL;0.20054;118.81;0.4;0.2;5.5;0.001;0.000;0.012
2021;6;8;2;1;1;3;SERVICIO DE PACK DE TELECOMUNICACIONES;209.814;92.22;0.0;0.0;-0.3;0.000;0.000;-0.005
2021;6;5;3;1;1;3;ARTÍCULOS PARA CALEFACCIÓN DEL HOGAR;0.07897;124.35;-1.3;20.8;12.2;-0.001;0.016;0.010
2021;6;7;3;1;1;3;SERVICIO DE TRANSPORTE ESCOLAR;0.20798;108.47;0.0;-1.3;-1.3;0.000;-0.003;-0.003
2021;6;9;3;1;1;3;ENTRADA A CENTROS DE DIVERSIÓN NOCTURNOS;0.05024;95.26;0.0;0.0;0.0;0.000;0.000;0.000
2021;6;10;4;1;1;3;SERVICIO DE ENSEÑANZA UNIVERSITARIA;249.843;112.12;0.0;3.1;3.1;0.000;0.079;0.081
2021;6;12;5;1;1;3;MEMBRESÍA EN ASOCIACIÓN PROFESIONAL;0.09664;106.33;0.0;1.1;0.8;0.000;0.001;0.001
2021;6;5;6;1;1;3;LAVALOZA;0.07569;100.71;0.8;0.1;3.0;0.001;0.000;0.002
2021;6;3;1;2;1;3;CAMISA Y POLERA PARA HOMBRE;0.19681;83.15;-2.0;0.4;5.8;-0.003;0.001;0.009
2021;6;12;1;2;1;3;ARTÍCULOS DIVERSOS PARA EL CUIDADO PERSONAL;0.03717;115.59;8.1;8.8;17.3;0.003;0.003;0.006
2021;6;9;2;2;1;3;INSTRUMENTOS MUSICALES;0.07416;113.39;-4.2;3.0;4.3;-0.003;0.002;0.003
2021;6;12;2;2;1;3;LENTES DE SOL;0.04135;90.58;-1.0;-0.1;0.6;0.000;0.000;0.000
2021;6;4;4;3;1;3;LEÑA;0.35214;107.69;1.7;7.2;5.9;0.006;0.024;0.020
2021;6;1;1;4;1;3;LECHE CONSERVADA;0.08348;116.20;5.0;5.9;10.0;0.004;0.005;0.008
2021;6;1;1;6;1;3;PERA;0.03486;130.25;-0.3;-14.7;13.4;0.000;-0.007;0.005
2021;6;1;1;7;1;3;LECHUGA;0.17469;120.33;0.9;15.2;6.3;0.002;0.026;0.012
2021;6;3;2;1;2;3;CALZADO DE ESTACIÓN PARA MUJER;0.18584;88.28;-0.6;-4.4;-6.1;-0.001;-0.007;-0.010
2021;6;5;5;1;2;3;ACCESORIOS ELÉCTRICOS;0.05831;127.01;1.2;13.2;25.0;0.001;0.008;0.014
2021;6;3;1;2;2;3;BLUSA Y POLERA PARA MUJER;0.16895;95.48;-1.7;-4.0;-5.4;-0.003;-0.006;-0.009
2021;6;12;1;2;2;3;JABÓN;0.11949;110.42;0.1;-3.2;-0.6;0.000;-0.004;-0.001
2021;6;7;2;4;2;3;REVISIÓN TÉCNICA DEL AUTOMÓVIL;0.07264;108.80;0.1;3.4;4.8;0.000;0.002;0.003
2021;6;1;1;1;3;3;PRODUCTOS DE REPOSTERÍA;0.56276;115.88;0.5;1.8;3.2;0.003;0.011;0.019
2021;6;3;2;1;3;3;CALZADO ESCOLAR;0.14934;101.45;0.0;0.5;0.5;0.000;0.001;0.001
2021;6;3;1;2;3;3;CAMISA, BLUSA Y POLERA INFANTIL;0.05971;64.62;-1.1;-10.6;-13.2;0.000;-0.004;-0.006
2021;6;12;1;2;3;3;TINTURAS Y FIJADORES;0.12015;101.14;-2.3;-0.3;1.6;-0.003;0.000;0.002
2021;6;1;1;7;3;3;PAPAS FRITAS;0.12454;106.77;0.6;-1.5;-0.6;0.001;-0.002;-0.001
2021;6;1;1;9;3;3;POSTRES NO LÁCTEOS;0.08544;108.36;2.4;4.0;5.6;0.002;0.003;0.005
2021;6;2;1;1;1;4;VODKA;0.05614;105.76;-1.7;4.0;7.1;-0.001;0.002;0.004
2021;6;5;1;1;1;4;MUEBLES PARA COCINA;0.08476;110.82;2.2;8.4;10.8;0.002;0.007;0.009
2021;6;6;1;1;1;4;MEDICAMENTOS ANTIINFLAMATORIOS NO CORTICOIDES, ANTIMIGRAÑOSOS Y  SISTEMA OSTEO-MUSCULAR;0.13352;100.06;-0.9;2.2;-0.4;-0.001;0.003;-0.001
2021;6;10;1;1;1;4;SERVICIO DE EDUCACIÓN DE 2° CICLO DE LA ENSEÑANZA BÁSICA;0.5697;108.56;0.0;1.7;1.7;0.000;0.010;0.010
2021;6;11;1;1;1;4;BEBIDA NO ALCOHÓLICA CONSUMIDA FUERA DEL HOGAR;0.33339;109.71;0.3;2.0;2.9;0.001;0.007;0.010
2021;6;4;2;1;1;4;SELLANTES Y PEGAMENTOS;0.05354;128.10;3.6;11.5;19.7;0.002;0.007;0.011
